patent_id,source,title,date,assignee,abstract,scraped_at
12156102,USPTO,Method and device for flow control,2024-11-26,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a first node in a wireless communication system, including receiving, from a second node, downlink user data through a first radio bearer, the downlink user data including multicast service data; transmitting, to at least one UE, the downlink user data through a second radio bearer; and transmitting, to the second node, a downlink data delivery status including PDCP sequence number information, wherein the PDCP sequence number information includes a higher PDCP sequence number between a highest PDCP sequence number successfully delivered in sequence associated with a first transmission mode and a highest PDCP sequence number transmitted to lower layers associated with a second transmission mode.",2026-02-01
12156186,USPTO,Method and apparatus for transmitting uplink channel in wireless communication system,2024-11-26,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a terminal in a wireless communication system comprises determining multiple slots for a PUSCH transmission; identifying a redundancy version for the PUSCH transmission; and transmitting a transport block (TB) across the multiple slots determined for the PUSCH transmission, wherein a single value of the redundancy version is applied on the TB across the multiple slots.",2026-02-01
12156196,USPTO,Method and device for scheduling in wireless communication system supporting multi-connectivity,2024-11-26,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to 5G or 6G communication system for supporting higher data transmission rates than 4G communication systems such as LTE systems. A method performed by a terminal in a wireless communication system includes receiving first information including configuration information related to cell groups, receiving second information related to an interface used for exchanging scheduling information between cells included in the cell groups, receiving, through a control channel of a first cell included in a first cell group among the cell groups, based on the second information, third information including scheduling information about a second cell included in a second cell group among the cell groups, wherein the first cell group is different from the second cell group, and performing a transmission/reception operation with a base station through a data channel of the second cell, based on the third information.",2026-02-01
12160869,USPTO,Apparatus and method performed by the same in wireless communication system,2024-12-03,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. An apparatus and a method performed by the same in a wireless communication system are disclosed. The method includes: receiving configuration information from a base station; and receiving a downlink signal from the base station based on the configuration information, the downlink signal including downlink data. The downlink data includes a unicast physical downlink shared channel (PDSCH) and/or a multicast/broadcast PDSCH, the unicast PDSCH includes a dynamically scheduled unicast PDSCH and/or a unicast semi-persistent scheduling (SPS) PDSCH, and the multicast/broadcast PDSCH includes a dynamically scheduled multicast/broadcast PDSCH and/or a multicast/broadcast SPS PDSCH. The present disclosure improves the efficiency of uplink or downlink transmission.",2026-02-01
12160926,USPTO,Method and apparatus for transmitting and processing profile management message for multiple enabled profiles between terminal and universal integrated circuit card,2024-12-03,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data rate than a 4G communication system such as LTE. An embodiment of the disclosure provides a method and an apparatus for determining a scheme of accessing an ISD-R corresponding a profile management module in an eUICC in a terminal (a modem or an LPA) during terminal-card initialization. In addition, an embodiment of the disclosure provides a method for determining, by an LPA, a scheme of access an ISD-R to be used by the LPA, with reference to a scheme determined during terminal-card initialization or a pre-configured scheme, and transferring a message to an eUICC. In addition, an embodiment of the disclosure provides a method and an apparatus for configuring, by an LPA, different profile management messages according to determined ISD-R access schemes, and perform transferring through a selected ISD-R access scheme.",2026-02-01
12166544,USPTO,"Modeling interference pattern in a massive multiple input, multiple output (MIMO) deployments",2024-12-10,"Rakuten Symphony, Inc.","A method and Radio Access Network (RAN) Intelligent Controller (RIC) modeling interference patterns in a Massive Multiple Input, Multiple Output (MIMO) network. Information associated with beams transmitted in an Open RAN (O-RAN) is obtained. An interference matrix identifying interference patterns is generated based on the information associated with the beams transmitted in the O-RAN. One or more optimization solutions are determined based on the interference patterns identified in the interference matrix. One or more signals are sent to one or more elements in the O-RAN to implement the one or more optimization solutions.",2026-02-01
12166817,USPTO,Method and apparatus for providing network analytics in a wireless communication system,2024-12-10,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a first network data analytics function (NWDAF) is provided. The method comprises: receiving, from a NWDAF service consumer, a first request for first analytics information, the first request including first time information on a first time duration when the first analytics information is needed for the NWDAF service consumer; transmitting, to a second NWDAF, a second request for second analytics information, the second request including second time information on a second time duration when the second analytics information is needed for the first NWDAF; receiving, from the second NWDAF, a second response including the second analytics information; and transmitting, to the NWDAF service consumer, a first response including the first analytics information generated based on second analytics information received from the at least one second NWDAF.",2026-02-01
12167430,USPTO,Centralized network policy controller and method for operating,2024-12-10,T-Mobile Innovations LLC,"Systems and methods are provided for controlling implementation of network policies in a system including a core network and an open radio access network (O-RAN). The method includes receiving a request for accessing one of multiple network components from an application at a centralized network policy controller. The method additionally includes evaluating the request at the central network policy controller to determine if the request is core related or RAN related and assigning the application to a selected one of the multiple network components based on the evaluation, wherein the selected one is a core component when the request is core-related and the selected one is a RAN component when the request is RAN-related.",2026-02-01
12167466,USPTO,Method and apparatus for random access using PRACH in multi-dimensional structure in wireless communication system,2024-12-10,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a data transmission rate higher than a 4th generation (4G) communication system such as long term evolution (LTE). A user equipment (UE) in a communication system is provided. The UE includes a transceiver, and a controller configured to receive, from a base station, system information including information related to transmission of a random access preamble, and to transmit, to the base station, a physical random access channel (PRACH) including the random access preamble. The PRACH includes at least one primary signal part including a first sequence for measuring a first delay within a symbol, and at least one secondary signal part including a second sequence for measuring a second delay in units of symbols, and a round trip delay (RTD) between the UE and the base station may be determined based on the first delay within the symbol and the second delay in units of symbols.",2026-02-01
12167494,USPTO,Systems and methods for supporting ad hoc group call for MCX services,2024-12-10,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Embodiments herein disclose methods and systems for providing support for ad hoc group calls in mission critical services. The method includes listing, by an MCPTT client, a list of MCPTT participants or a functional alias to initiate an ad hoc group call in a MCX on network. The method further includes initiating, by the MCPTT client, the ad hoc group call with a list of MCPTT participants or the functional alias by sending a group call request to an MCPTT server.",2026-02-01
12177792,USPTO,Method and apparatus for reporting uplink power headroom in wireless communication system,2024-12-24,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. According to an embodiment of the disclosure, a method performed by a terminal in a communication system includes determining whether a power headroom reporting (PHR) is triggered; identifying at least one of a first power headroom (PH) value for a first physical uplink shared channel (PUSCH) corresponding to a first resource index or a second PH value for a second PUSCH corresponding to a second resource index based on a determination that the PHR is triggered; identifying a PHR medium access control control element (MAC CE) related to at least one of the first PH value or the second PH value; and transmitting the PHR MAC CE via at least one of the first PUSCH or the second PUSCH.",2026-02-01
12177837,USPTO,Method and apparatus for transmitting/receiving signals for groupcast in wireless communication system,2024-12-24,"SAMSUNG ELECTRONICS CO., LTD.","Disclosed are a communication scheme and a system thereof for converging IoT technology and a 5G communication system for supporting a higher data transmission rate beyond that of a 4G system. The disclosure can be applied to intelligent services (for example, services related to smart homes, smart buildings, smart cities, smart cars, connected cars, health care, digital education, retail business, security, and safety) based on the 5G communication technology and the IoT-related technology. Further, disclosed is a 5G or 6G communication system for supporting a higher data transmission rate than a post-4G communication system such as LTE.",2026-02-01
12183977,USPTO,Antenna module and electronic device including same,2024-12-31,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transfer rate beyond 4th generation (4G) communication such as long-term evolution (LTE). An antenna module is provided. The antenna module includes a communication circuit, an antenna unit comprising multiple antenna elements constituting a subarray, and a network unit disposed beneath the antenna unit in multiple layers, the network unit comprising at least one transmission line configured to be branched to positions of the multiple antenna elements, a via hole extending through the multi-layer, and a stub structure disposed on an area adjacent to the via hole. The open stub structure designed on a first layer forming a ground plane, among the multiple layers, may include a first via pad disposed to be adjacent to the via hole, a first open stub extending from the first via pad in a first direction, and a first slot part configured to surround the first via pad and the first open stub. The short stub structure designed on a second layer different from the first layer having the open stub structure designed thereon may include a second via pad disposed to be adjacent to the via hole, a short stub extending from the second via pad in a second direction perpendicular to the first direction, a transformer extending from the second via pad in a third direction different from the second direction so as to be connected to the at least one transmission line, and ",2026-02-01
12184585,USPTO,Method and apparatus for transmitting and receiving uplink data and control information,2024-12-31,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transmission rate. A method performed by a terminal is provided. The method includes receiving, from a base station, a radio resource control (RRC) message including first configuration information for a hybrid automatic repeat request (HARQ)-acknowledgement (ACK) feedback mode related to a multicast physical downlink shared channel (PDSCH) and second configuration information for a physical uplink control channel (PUCCH) resource set related to the HARQ-ACK feedback mode, receiving, from the base station, the multicast PDSCH, and transmitting, to the base station, HARQ-ACK information for the multicast PDSCH based on the first configuration information and the second configuration information.",2026-02-01
12185297,USPTO,Direct AI management of 5G/6G network operations,2024-12-31,Unknown,"Due to the rapid cadence of messages in 5G and expected 6G networks, and rapid variations in the background and interference profile, real-time management decision-making is increasingly impractical for even experienced network operators. Therefore, means are disclosed for AI-based systems to provide support and assistance, including when appropriate to adjust network operational parameters autonomously. After suitable training, processors in a base station, or more preferably a core network facility managing multiple cells, can respond more quickly and more accurately than humans to rapid random changes in demand, interference, intrusion, and emergencies. Disclosed also are means for user devices to keep the base station and the AI management model informed of signal quality upon each uplink message (such as acknowledgements) using vary brief, multiplexed feedback messages responsive to downlink test signals.",2026-02-01
12192052,USPTO,End-to-end radio access network (RAN) deployment in open ran (O-RAN),2025-01-07,Apple Inc.,"Methods, systems, and computer programs for configuring a network functions virtualization orchestrator (NFVO). In one aspect, a method can include actions of generating, by one or more computers, a message that includes data representing a request to upload a virtual network function (VNF) package, encoding, by the one or more computers, the generated message that includes the VNF package for transmission to a network functions virtualization orchestrator (NFVO), and transmitting, by the one or more computers, the encoded message to the NFVO.",2026-02-01
12192766,USPTO,Method and apparatus for enhancing security of MAC layer entity in next-generation mobile communication system,2025-01-07,"SAMSUNG ELECTRONICS CO., LTD.",The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. It is possible to provide methods for enhancing security when a UE and a base station perform data communication in a next-generation mobile communication system according to an embodiment of the disclosure.,2026-02-01
12192912,USPTO,Method and device for controlling uplink transmission power for network coordination communication system,2025-01-07,"SAMSUNG ELECTRONICS CO., LTD.",The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. The disclosure provides a method and a device for controlling transmission power of an uplink signal in consideration of multiple transmission points/panels/beams by a terminal for cooperative communication between the multiple transmission points/panels/beams.,2026-02-01
12193073,USPTO,Method and apparatus for small data transmission in a wireless communication system,2025-01-07,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. According to an embodiment, the method comprises initiating a small data transmission (SDT) procedure, in a radio resource control (RRC) inactive state, obtaining a report for a log connection failure or an SDT procedure failure, based on an expiry of an SDT timer, wherein the report for the log connection failure includes information indicating that the report is for SDT and in case that the UE enters an RRC connected state, and transmitting the report to a base station, based on a request for the report from the base station.",2026-02-01
12193075,USPTO,Methods and apparatus for handling multiple RACH procedures in wireless communication system,2025-01-07,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a user equipment (UE) in a wireless communication system is provided. The method includes detecting triggering of a first random access channel (RACH) procedure running on a primary stack at the UE upon detection of a RACH trigger condition on the primary stack, while the UE is connected to at least one cell, detecting triggering of a second RACH procedure while the first RACH procedure is ongoing in the UE, wherein the second RACH procedure is different from the first RACH procedure, enabling a dual active protocol stack (DAPS) capability to initiate a secondary stack for handling the second RACH procedure, performing the first RACH procedure on the primary stack and the second RACH procedure on the secondary stack, simultaneously, and disabling the secondary stack upon successful completion of the second RACH procedure.",2026-02-01
12193114,USPTO,Vehicle localization by artificial intelligence and 5G/6G messaging,2025-01-07,Unknown,"Modern collision-avoidance systems are capable of cooperating with other vehicles in an emergency, but only if the vehicle processors already know the locations and 5G/6G wireless addresses of the other at-risk vehicles. This is an unsolved problem. Therefore, methods are disclosed for a “planning” vehicle to solicit angle and distance measurements from each “cooperating” vehicle in proximity, and their wireless addresses. The planning vehicle can then process those measurements, determining the relative coordinates of each vehicle in view, and then broadcasting a results message with all the coordinates and, when known, wireless addresses. The vehicles can then quickly arrange coordinated evasions for collision avoidance. Optionally, an artificial intelligence model may process the angle and distance measurements, deriving the best-fit two-dimensional distribution. Optionally, the planning vehicle can determine its orientation and geographical coordinates, and then include the geographical coordinates of the other vehicles in the results message.",2026-02-01
12200489,USPTO,Method and apparatus for authenticating and authorizing network function in mobile communication system,2025-01-14,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Provided is a method by which a network function (NF) service consumer entity operates in a wireless communication system. The method by which the NF service consumer entity operates includes transmitting, to a service communication proxy (SCP) entity, a service request message including at least one of a client credentials assertion (CCA) credential of the NF service consumer entity, or information related to an NF service producer entity, receiving, from the SCP entity, a service response message, wherein the service response message generated by the NF service producer entity is forwarded by the SCP entity to the NF service consumer entity, and authenticating the NF service producer entity based on the service response message.",2026-02-01
12200492,USPTO,Method and system for detecting cyber-attacks using network analytics,2025-01-14,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to 5G or 6G communication systems for supporting higher data transmission rates.A method of detecting cyber-attacks using network analytics in a user equipment (UE) is provided. The method includes receiving, by a network data analytics function (NWDAF), a request for sharing analytics information associated with the UE from a consumer network function (NF), requesting the analytics information associated with the UE and causing the cyber-attack to at least one 5th generation core (5GC) network entity, receiving the analytics information associated with the UE and causing the cyber-attack from the at least one 5GC network entity, comparing an expected behavior of the UE with an actual behavior based on the analytics information provided by the at least one 5GC network entity, deriving analytics associated with the cyber-attack based on the analytics information and the comparison, and sending the analytics associated with the UE to the consumer NF.",2026-02-01
12200771,USPTO,Determination of RNTI for performing RACH procedure at carrier frequencies above 52.6 GHz,2025-01-14,Intel Corporation,"A user equipment (UE) configured for operation in a sixth generation (6G) network may perform a random access channel (RACH) procedure with a generation node B (gNB). The UE may encode a physical random access channel (PRACH) preamble for transmission in a PRACH occasion (RO) For carrier frequencies above 52.6 GHz, the UE may determine a Radio Network Temporary Identifier (RNTI) (i.e., either a RA-RNTI or a MsgB-RNTI) based on an index of the PRACH occasion RO index. The UE may also decode a response from the gNB that includes the RNTI. The UE may determine the RNTI based on the RO index in a time domain and the RO index in a frequency domain.",2026-02-01
12218876,USPTO,Method and apparatus for simultaneous activation of downlink control information transmission beam in wireless communication system,2025-02-04,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method performed by a terminal in a wireless communication system is provided. The method may include: receiving, from a base station via MAC CE, information associated with activation of one or more TCI states, wherein the information associated with the activation of one or more TCI states indicates a first serving cell ID, a CORESET index, and one or more TCI state IDs; and in case that the first serving cell ID is included in a list of a plurality of serving cells that are configured to be simultaneously updated for a TCI relation with the MAC CE, activating the one or more TCI state IDs for the CORESET index of each of the first serving cell ID and at least one second serving cell ID included in the list.",2026-02-01
12219449,USPTO,Smart cascading security functions for 6G or other next generation network,2025-02-04,"AT&T Intellectual Property I, L.P.","In a 6G network, microservices can be utilized in the absence of a core network. For example, after a mobile device has authenticated, through its carrier network, with a transport service layer, microservices can be allocated to the mobile device without having to be transmitted via the core network. Thus, removing the core network from the process can generate a direct line of microservices from the transport layer to the end-user. Furthermore, additional microservices and/or resources can be access through a microservices library. Consequently, packets can be securely transmitted be a wireless network facilitating sending packet profile data from one to many node devices in anticipation of the packet traversing the various node devices.",2026-02-01
12223421,USPTO,Method and apparatus for transceiving signal using artificial intelligence in wireless communication system,2025-02-11,"SAMSUNG ELECTRONICS CO., LTD.","The present disclosure relates to a 5G communication system or a 6G communication system for supporting higher data rates beyond a 4G communication system such as long term evolution (LTE). A method of transmitting or receiving a signal by a user equipment (UE) in a mobile communication system is provided. The method may include: identifying a neural network model for transmitting first information to a base station (BS); learning a connection weight of the neural network model using the first information; transmitting, to the base station, second information for updating a weight of a second partial neural network corresponding to the base station based on a result of the learning; and updating a weight of a first partial neural network corresponding to the UE based on the result of the learning.",2026-02-01
12232123,USPTO,Generation node b (GNB) configured for slot-less operation at frequencies above a 52.6 GHz carrier frequency,2025-02-18,Intel Corporation,A generation node B (gNB) for a fifth-generation (5G) new radio (NR) or a sixth-generation (6G) network is configured for slot-less operation at frequencies above a 52.6 GHz carrier frequency. The gNB may generate signalling to configure a user equipment (UE) with a gap between demodulation reference signal (DMRS) symbols for an associated physical downlink shared channel (PDSCH). The gNB may also encode the DMRS symbols for transmission in accordance with the gap and may encode the associated PDSCH for transmission during the gap between the DMRS symbol transmissions at symbol times following the DMRS symbols.,2026-02-01
12238181,USPTO,Methods for handling CIoT data for invalid PDU session ID,2025-02-25,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. Disclosed is a method of operating a user equipment (UE) operable to communicate with a telecommunication network, comprising the steps of: the UE sending to the telecommunication network a control plane service request (CPSR) message with cellular Internet of Things (CIoT) user data, associated with a protocol data unit (PDU) session; the UE receiving from the telecommunication network a SERVICE ACCEPT message, indicating that the PDU session is inactive in the network; and the UE verifying if the PDU session has an identity the same as an identity of the PDU session included in the CPSR message with CIoT user data and, if so then the UE determines that the CIoT user data was not successfully sent to the telecommunication network or to a final recipient.",2026-02-01
12238521,USPTO,Enhanced authentication procedure for O-RAN network elements,2025-02-25,"RAKUTEN MOBILE, INC.","A system, method and device for enhanced authentication of network elements are provided. The device may be configured to: obtain device information from a network element, transmit the obtained device information to a storage device in order to determine whether the network element supports authentication in accordance with a first authentication protocol, based on determining that the network element supports the authentication in accordance with the first authentication protocol, facilitate authentication of the network element with a first authentication server configured to perform the authentication in accordance with the first authentication protocol, and based on determining that the network element does not support the authentication in accordance with the first authentication protocol, facilitate the authentication of the network element with at least one server configured to perform authentication in accordance with a second authentication protocol.",2026-02-01
12238528,USPTO,"Method, system, and apparatus for sharing dynamic frequency in mobile communication system",2025-02-25,"SAMSUNG ELECTRONICS CO., LTD.","The present disclosure relates to a communication method and system for converging a 5th-Generation (5G) communication system or a 6th-Generation (6G) communication system for supporting higher data rates beyond a 4th-Generation (4G) system.Provided is a method, system, and apparatus for sharing a dynamic frequency in a wireless communication system. A method, performed by a network entity, of assigning a frequency channel, includes: receiving a frequency channel assignment request from a first device; identifying a device cluster including the first device; and assigning, to the first device, at least one frequency channel included in a frequency channel set assigned to the device cluster including the first device. The device cluster may satisfy a certain condition and may be a set of a plurality of devices sharing at least one frequency channel included in the frequency channel set.",2026-02-01
12238567,USPTO,Enabling 2G and 3G cellular radio communications over a packet-based open radio access network fronthaul interface,2025-02-25,"Mavenir Systems, Inc.","There is provided an Open Radio Access Network (O-RAN) that includes a fronthaul interface over which an O-RAN Distributed Unit (O-DU) and an O-RAN Radio Unit (O-RU) communicate with one another and exchange O-RAN standard defined user-plane (U-plane) packets and control-place (C-Plane) packets. The fronthaul interface carries control and management information via management-plane (M-Plane) message exchange, and timing synchronization is achieved in accordance with synchronization-plane (S-Plane) procedures, and the O-RAN accommodates communications via 2G and 3G based mobile networks.",2026-02-01
12245230,USPTO,Method and apparatus for hybrid automatic repeat request acknowledgment codebook transmission and reception,2025-03-04,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th Generation (5G) or 6th Generation (6G) communication system for supporting a higher data transmission rate. A method performed by a user equipment (UE) is provided. The method includes receiving, by the UE, a physical downlink control channel (PDCCH), wherein the received PDCCH includes downlink control information (DCI) for scheduling one or more physical downlink shared channels (PDSCHs), receiving, by the UE, one or more PDSCHs according to the received DCI, determining and transmitting, by the UE, a hybrid automatic repeat request acknowledgment (HARQ-ACK) codebook for one or more PDSCHs according to the received PDSCHs and PDCCH.",2026-02-01
12245329,USPTO,Method and apparatus for obtaining and handle proactive command(s) between terminal and card supporting logical interfaces,2025-03-04,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. A method and an apparatus for providing a dual subscriber identity module (SIM) function even in a terminal with a single embedded universal integrated circuit card (eUICC) mounted are provided. A method and an apparatus for installing, activating, and managing a plurality of profiles are provided, so that even a terminal with a single eUICC mounted may provide a dual SIM function in a communication system. The method includes the following embodiments to achieve the foregoing aspect, a method in which an eUICC receives a command involving a profile state change from a local profile assistant (LPA), registers a proactive command, and notifies a modem of logical interface information for obtaining the proactive command, a method in which the eUICC determines whether to perform polling on a specific logical interface by combining predetermined information, such as the logical interface information received from the mode, the state of a logical interface collected and possessed by the modem, and the number of an interface on which a corresponding message is received, a method in which the modem receives and processes the proactive command by performing polling on the logical interface, and a method in which the eUICC receives the result of processing the proactive command and completely changes the state of a profile connected to the logical interface. Further, a method in w",2026-02-01
12248579,USPTO,AI-based vehicle cybersecurity with 5G/6G sub-network topology,2025-03-11,Unknown,"Cybersecurity is a critical requirement for current and future vehicles, to protect against catastrophic cyber attacks. Vehicles today (including land vehicles, waterborne vehicles, and aircraft including such embodiments as airplanes, helicopters, and air taxis) are constructed with myriad separate sensors and actuators, which generally have only limited cyber protections—a worrying vulnerability. Therefore, procedures are disclosed for a vehicle-wide 5G/6G network in which each ECU (electronic control unit) is a separate user device. Each ECU is also the manager of a set of sensors and actuators, forming a local sub-network with tightly regulated wireless protocols. Each ECU and each end sensor/actuator may include an AI model to detect and defeat cyber attacks. Each sensor/actuator boots from ROM and executes from ROM, performs its specific tasks on demand, and then communicates the results solely with its ECU in a nested-star topology, thereby providing vehicle-wide cybersecurity on par with 3GPP standards.",2026-02-01
12250605,USPTO,Method and device for handing over terminal in wireless communication system using artificial intelligence,2025-03-11,"SAMSUNG ELECTRONICS CO., LTD.","The present disclosure relates to a 5G or 6G communication system supporting higher data transmission rates than 4G systems such as LTE systems. The present invention of the present disclosure pertains to a method for handing over a terminal in a wireless communication system, wherein the method is characterized by: receiving handover control reference information from a base station; determining whether to perform a handover on the basis of the handover control reference information and wireless signal information acquired through the measurement of a wireless signal; and transmitting a handover request message to the base station when it is determined that handover is to be performed.",2026-02-01
12255705,USPTO,Device and method for fronthaul transmission in wireless communication system,2025-03-18,"SAMSUNG ELECTRONICS CO., LTD.","A method performed by an open radio access network (O-RAN) distributed unit (O-DU) in a wireless communication system, the method includes: generating a control plane message comprising User Equipment (UE) scheduling information; and transmitting the control plane message to an open radio access network (O-RAN) radio unit (O-RU). The control plane message further includes section extension information. The section extension information comprises bit masking information indicating antennas to be combined.",2026-02-01
12255836,USPTO,Internal functional split in an O-RAN based massive MIMO radio unit and internal communication protocols,2025-03-18,Outdoor Wireless Networks LLC,Active antennas are provided. An active antenna includes a main processor that is configured to perform processing of packets from an O-RAN interface of the main processor to provide a plurality of data streams. The active antenna also includes a plurality of secondary processors that are configured to process the data streams from the main processor.,2026-02-01
12255960,USPTO,Method and apparatus for providing media service,2025-03-18,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting a higher data transmission rate. According to embodiment, the method includes receiving, from a server, an SD based on URL information obtained from an AR/MR application, processing the SD, configuring at least one media buffer pipeline for a media object of a scene, based on the processed SD, and establishing transport sessions for components of the media object.",2026-02-01
12256404,USPTO,Method and apparatus for configuring beam in wireless communication system,2025-03-18,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transmission rate. A method performed by a terminal is provided. The method performed by a terminal includes receiving, from a base station, DCI scheduling a plurality of PDSCHs on a PDCCH, wherein the DCI includes information on a TDRA and information on a TCI state, identifying symbol offsets between the PDCCH and the plurality of PDSCHs based on the TDRA, in case that a first symbol offset between the PDCCH and a first PDSCH is less than a threshold, receiving, from the base station, the first PDSCH based on a default TCI state, and in case that a second symbol offset between the PDCCH and a second PDSCH is equal to or greater than the threshold, receiving, from the base station, the second PDSCH based on the TCI state.",2026-02-01
12261759,USPTO,Real-time O-RAN fronthaul analyzer and graphical user interface,2025-03-25,VIAVI Solutions Inc.,"Systems, apparatuses, and methods for implementing a real-time Open Radio Access Network (O-RAN) fronthaul analyzer and graphical user interface (FHA/GUI) are provided. In one example, a method describes receiving an O-RAN fronthaul (OFH) packet traffic flow; parsing packet headers of the OFH packet traffic flow; identifying and tracking active flows in the OFH packet traffic flow using the parsing; and presenting a visual representation of the active flows using the tracking of active flows. In some examples, the real-time O-RAN FHA/GUI may be used for testing an OFH link for compliance with the O-RAN standards.",2026-02-01
12261785,USPTO,Apparatus and method for multiplexing switching of integrated access and backhaul node in wireless communication system,2025-03-25,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th generation (5G) or 6th generation (6G) communication system for supporting a higher data transmission rate. A method performed by an integrated access and backhaul (IAB) node in a wireless communication system is provided. The method includes receiving multiplexing related configuration information of a mobile termination (MT) of the IAB node and a distributed unit (DU) of the IAB node from an upper IAB node, the multiplexing including spatial division multiplexing (SDM), frequency division multiplexing (FDM), and time division multiplexing (TDM), performing fallback from the FDM or the SDM to the TDM, and in response to the fallback, based on the configuration information, transmitting and receiving data of the DU of the IAB node.",2026-02-01
12262205,USPTO,Method and apparatus for updating security configuration in next-generation wireless communication system,2025-03-25,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting higher data rates after a 4G communication system such as LTE. A data transmission/reception method of a UE in a wireless communication system supporting integrated access and backhaul (IAB) communication, includes performing security processing based on security configuration for a packet data convergence protocol (PDCP) layer when transmitting and receiving data to and from an IAB node; receiving a first control message including security configuration information from the IAB node; updating the security configuration for the PDCP layer based on the security configuration information; and performing security processing on the data transmitted and received to and from the IAB node based on the updated security configuration.",2026-02-01
12266056,USPTO,Electronic device and method for displaying modification of virtual object and method thereof,2025-04-01,"SAMSUNG ELECTRONICS CO., LTD.","According to an embodiment, at least one processor of a wearable device may display, based on an input for entering a virtual space, on a display the virtual space. The at least processor may display within the virtual space a first avatar which is a current representation of a user and has a first appearance. The at least processor may display within the virtual space a first avatar together with a visual object for a second avatar which is a previous representation of the user and has a second appearance different from the first appearance of the first avatar. For example, the metaverse service is provided through a network based on 5G (fifth generation), and/or 6G (sixth generation).",2026-02-01
12267268,USPTO,Beam selection apparatus and method in wireless communication system,2025-04-01,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5G or 6G communication system for supporting higher data transmission rates than 4G communication systems such as LTE systems. A method performed by a receiving apparatus in a wireless communication system is provided. The method includes receiving reference signals from a transmitting apparatus, estimating respective channel component values of the reference signals, determining whether at least one reference channel component value which is equal to or greater than a first threshold is present among the channel component values of the reference signals, selecting a candidate beam based on the at least one reference channel component value in case that the at least one reference channel component value is present, determining whether a value of signal quality of the first candidate beam is equal to or greater than a second threshold, and selecting the candidate beam as a final beam in case that the value of signal quality of the candidate beam is equal to or greater than the second threshold.",2026-02-01
12278787,USPTO,Apparatus and method for multiplexing of integrated access and backhaul (IAB) node in wireless communication system,2025-04-15,"SAMSUNG ELECTRONICS CO., LTD.","The disclosure relates to a 5th Generation (5G) or 6th Generation (6G) communication system for supporting a higher data transmission rate. A method of operating an Integrated Access and Backhaul (IAB) donor node in a wireless communication system is provided. The method includes transmitting Frequency Division Multiplexing (FDM)-related information or Spatial Division Multiplexing (SDM)-related information to an IAB node, receiving necessary information from the IAB node, and transmitting or receiving backhaul data with respect to the IAB node by applying the FDM or the SMD, based on the FDM-related information or the SMD-related information.",2026-02-01
